,kev,events_per_day
0,0.0,0.0
1,0.18363636363636363,0.0
2,0.36727272727272725,0.0
3,0.5509090909090909,0.0
4,0.7345454545454545,0.0
5,0.9181818181818181,0.0
6,1.1018181818181818,0.0
7,1.2854545454545454,0.0
8,1.469090909090909,0.0
9,1.6527272727272726,0.0
10,1.8363636363636362,0.0
11,2.02,0.0
12,2.2036363636363636,0.0
13,2.387272727272727,0.0
14,2.570909090909091,0.0
15,2.7545454545454544,0.0
16,2.938181818181818,0.0
17,3.1218181818181816,0.0
18,3.305454545454545,0.0
19,3.489090909090909,0.0
20,3.6727272727272724,0.0
21,3.856363636363636,0.0
22,4.04,0.0
23,4.223636363636364,0.0
24,4.407272727272727,0.0
25,4.590909090909091,0.0
26,4.774545454545454,0.0
27,4.958181818181818,0.0
28,5.141818181818182,0.0
29,5.325454545454545,0.0
30,5.509090909090909,0.0
31,5.692727272727272,0.0
32,5.876363636363636,0.0
33,6.06,0.0
34,6.243636363636363,0.0
35,6.427272727272727,0.0
36,6.61090909090909,0.0
37,6.794545454545454,0.0
38,6.978181818181818,0.0
39,7.161818181818181,0.0
40,7.345454545454545,0.0
41,7.529090909090908,0.0
42,7.712727272727272,0.0
43,7.896363636363636,0.0
44,8.08,0.0
45,8.263636363636364,0.0
46,8.447272727272727,0.0
47,8.63090909090909,0.0
48,8.814545454545454,0.0
49,8.998181818181818,0.0
50,9.181818181818182,0.004560213966942148
51,9.365454545454545,0.0
52,9.549090909090909,0.0
53,9.732727272727272,0.0
54,9.916363636363636,0.0
55,10.1,0.0
56,10.283636363636363,0.0
57,10.467272727272727,0.0
58,10.65090909090909,0.0
59,10.834545454545454,0.0
60,11.018181818181818,0.0
61,11.201818181818181,0.0
62,11.385454545454545,0.0
63,11.569090909090908,0.0
64,11.752727272727272,0.0
65,11.936363636363636,0.0
66,12.12,0.0
67,12.303636363636363,0.0
68,12.487272727272726,0.0
69,12.67090909090909,0.0
70,12.854545454545454,0.0
71,13.038181818181817,0.0
72,13.22181818181818,0.0
73,13.405454545454544,0.0
74,13.589090909090908,0.0
75,13.772727272727272,0.0
76,13.956363636363635,0.0
77,14.139999999999999,0.0
78,14.323636363636362,0.0
79,14.507272727272726,0.0
80,14.69090909090909,0.0
81,14.874545454545453,0.0
82,15.058181818181817,0.0
83,15.24181818181818,0.0
84,15.425454545454544,0.0
85,15.609090909090908,0.0
86,15.792727272727271,0.0
87,15.976363636363635,0.0
88,16.16,0.0
89,16.343636363636364,0.0
90,16.527272727272727,0.0
91,16.71090909090909,0.0
92,16.894545454545455,0.0
93,17.078181818181818,0.0
94,17.26181818181818,0.0
95,17.445454545454545,0.0
96,17.62909090909091,0.0
97,17.812727272727273,0.0
98,17.996363636363636,0.0
99,18.18,0.0
100,18.363636363636363,0.0
18181818182,0.0
98,16.74909090909091,0.0
99,16.92,0.0
100,17.090909090909093,0.0
4545453,0.0
