,E,flux
4916,5.950625e+00,1.543483e+18
4917,5.951815e+00,1.542695e+18
4918,5.953005e+00,1.541908e+18
4919,5.954195e+00,1.541124e+18
4920,5.955386e+00,1.540340e+18
4921,5.956576e+00,1.539557e+18
4922,5.957766e+00,1.538775e+18
4923,5.958956e+00,1.537993e+18
4924,5.960146e+00,1.537212e+18
4925,5.961336e+00,1.536439e+18
4926,5.962526e+00,1.535674e+18
4927,5.963716e+00,1.534910e+18
4928,5.964906e+00,1.534147e+18
4929,5.966097e+00,1.533387e+18
4930,5.967287e+00,1.532627e+18
4931,5.968477e+00,1.531867e+18
4932,5.969667e+00,1.531111e+18
4933,5.970857e+00,1.530354e+18
4934,5.972047e+00,1.529598e+18
4935,5.973237e+00,1.528855e+18
4936,5.974427e+00,1.528117e+18
4937,5.975618e+00,1.527379e+18
4938,5.976808e+00,1.526643e+18
4939,5.977998e+00,1.525913e+18
4940,5.979188e+00,1.525182e+18
4941,5.980378e+00,1.524452e+18
4942,5.981568e+00,1.523725e+18
4943,5.982758e+00,1.522999e+18
4944,5.983948e+00,1.522273e+18
4945,5.985139e+00,1.521559e+18
4946,5.986329e+00,1.520855e+18
4947,5.987519e+00,1.520150e+18
4948,5.988709e+00,1.519447e+18
4949,5.989899e+00,1.518751e+18
4950,5.991089e+00,1.518056e+18
4951,5.992279e+00,1.517360e+18
4952,5.993469e+00,1.516669e+18
4953,5.994659e+00,1.515979e+18
4954,5.995850e+00,1.515288e+18
4955,5.997040e+00,1.514609e+18
4956,5.998230e+00,1.513935e+18
4957,5.999420e+00,1.513261e+18
4958,6.000610e+00,1.512589e+18
4959,6.001800e+00,1.511925e+18
4960,6.002990e+00,1.511261e+18
4961,6.004180e+00,1.510598e+18
4962,6.005371e+00,1.509945e+18
4963,6.006561e+00,1.509293e+18
4964,6.007751e+00,1.508641e+18
4965,6.008941e+00,1.508004e+18
4966,6.010131e+00,1.507378e+18
4967,6.011321e+00,1.506751e+18
4968,6.012511e+00,1.506133e+18
4969,6.013701e+00,1.505529e+18
4970,6.014891e+00,1.504925e+18
4971,6.016082e+00,1.504323e+18
4972,6.017272e+00,1.503733e+18
4973,6.018462e+00,1.503143e+18
4974,6.019652e+00,1.502553e+18
4975,6.020842e+00,1.501982e+18
4976,6.022032e+00,1.501418e+18
4977,6.023222e+00,1.500855e+18
4978,6.024412e+00,1.500294e+18
4979,6.025603e+00,1.499736e+18
4980,6.026793e+00,1.499179e+18
4981,6.027983e+00,1.498621e+18
4982,6.029173e+00,1.498063e+18
4983,6.030363e+00,1.497505e+18
4984,6.031553e+00,1.496947e+18
4985,6.032743e+00,1.496397e+18
4986,6.033933e+00,1.495852e+18
4987,6.035124e+00,1.495307e+18
4988,6.036314e+00,1.494759e+18
4989,6.037504e+00,1.494206e+18
4990,6.038694e+00,1.493653e+18
4991,6.039884e+00,1.493100e+18
4992,6.041074e+00,1.492546e+18
4993,6.042264e+00,1.491991e+18
4994,6.043454e+00,1.491437e+18
4995,6.044644e+00,1.490906e+18
4996,6.045835e+00,1.490389e+18
4997,6.047025e+00,1.489871e+18
4998,6.048215e+00,1.489368e+18
4999,6.049405e+00,1.488879e+18
5000,6.050595e+00,1.488391e+18
5001,6.051785e+00,1.487904e+18
5002,6.052975e+00,1.487450e+18
5003,6.054165e+00,1.486997e+18
5004,6.055356e+00,1.486544e+18
5005,6.056546e+00,1.486120e+18
5006,6.057736e+00,1.485702e+18
5007,6.058926e+00,1.485285e+18
5008,6.060116e+00,1.484867e+18
5009,6.061306e+00,1.484444e+18
5010,6.062496e+00,1.484015e+18
5011,6.063686e+00,1.483566e+18
5012,6.064876e+00,1.483091e+18
5013,6.066067e+00,1.482589e+18
5014,6.067257e+00,1.482048e+18
5015,6.068447e+00,1.481482e+18
5016,6.069637e+00,1.480873e+18
5017,6.070827e+00,1.480216e+18
5018,6.072017e+00,1.479540e+18
5019,6.073207e+00,1.478815e+18
5020,6.074397e+00,1.478090e+18
5021,6.075588e+00,1.477363e+18
5022,6.076778e+00,1.476578e+18
5023,6.077968e+00,1.475793e+18
5024,6.079158e+00,1.475008e+18
5025,6.080348e+00,1.474202e+18
5026,6.081538e+00,1.473376e+18
5027,6.082728e+00,1.472550e+18
5028,6.083918e+00,1.471722e+18
5029,6.085109e+00,1.470872e+18
5030,6.086299e+00,1.470023e+18
5031,6.087489e+00,1.469174e+18
5032,6.088679e+00,1.468353e+18
5033,6.089869e+00,1.467537e+18
5034,6.091059e+00,1.466720e+18
5035,6.092249e+00,1.465931e+18
5036,6.093439e+00,1.465180e+18
5037,6.094629e+00,1.464429e+18
5038,6.095820e+00,1.463687e+18
5039,6.097010e+00,1.462987e+18
5040,6.098200e+00,1.462288e+18
5041,6.099390e+00,1.461588e+18
5042,6.100580e+00,1.460944e+18
5043,6.101770e+00,1.460302e+18
5044,6.102960e+00,1.459659e+18
5045,6.104150e+00,1.459054e+18
5046,6.105341e+00,1.458483e+18
5047,6.106531e+00,1.457912e+18
5048,6.107721e+00,1.457350e+18
5049,6.108911e+00,1.456824e+18
5050,6.110101e+00,1.456317e+18
5051,6.111291e+00,1.455831e+18
5052,6.112481e+00,1.455366e+18
5053,6.113671e+00,1.454927e+18
5054,6.114861e+00,1.454518e+18
5055,6.116052e+00,1.454146e+18
5056,6.117242e+00,1.453810e+18
5057,6.118432e+00,1.453503e+18
5058,6.119622e+00,1.453242e+18
5059,6.120812e+00,1.453004e+18
5060,6.122002e+00,1.452811e+18
5061,6.123192e+00,1.452666e+18
5062,6.124382e+00,1.452562e+18
5063,6.125573e+00,1.452523e+18
5064,6.126763e+00,1.452514e+18
5065,6.127953e+00,1.452579e+18
5066,6.129143e+00,1.452717e+18
5067,6.130333e+00,1.452899e+18
5068,6.131523e+00,1.453146e+18
5069,6.132713e+00,1.453448e+18
5070,6.133903e+00,1.453784e+18
5071,6.135094e+00,1.454142e+18
5072,6.136284e+00,1.454515e+18
5073,6.137474e+00,1.454873e+18
5074,6.138664e+00,1.455132e+18
5075,6.139854e+00,1.455334e+18
5076,6.141044e+00,1.455441e+18
5077,6.142234e+00,1.455467e+18
5078,6.143424e+00,1.455424e+18
5079,6.144614e+00,1.455294e+18
5080,6.145805e+00,1.455017e+18
5081,6.146995e+00,1.454546e+18
5082,6.148185e+00,1.453863e+18
5083,6.149375e+00,1.452977e+18
5084,6.150565e+00,1.451880e+18
5085,6.151755e+00,1.450670e+18
5086,6.152945e+00,1.449300e+18
5087,6.154135e+00,1.447795e+18
5088,6.155326e+00,1.446269e+18
5089,6.156516e+00,1.444737e+18
5090,6.157706e+00,1.443205e+18
5091,6.158896e+00,1.441673e+18
5092,6.160086e+00,1.440203e+18
5093,6.161276e+00,1.438821e+18
5094,6.162466e+00,1.437514e+18
5095,6.163656e+00,1.436288e+18
5096,6.164846e+00,1.435191e+18
5097,6.166037e+00,1.434139e+18
5098,6.167227e+00,1.433098e+18
5099,6.168417e+00,1.432109e+18
5100,6.169607e+00,1.431122e+18
5101,6.170797e+00,1.430135e+18
5102,6.171987e+00,1.429175e+18
5103,6.173177e+00,1.428259e+18
5104,6.174367e+00,1.427389e+18
5105,6.175558e+00,1.426580e+18
5106,6.176748e+00,1.425845e+18
5107,6.177938e+00,1.425161e+18
5108,6.179128e+00,1.424544e+18
5109,6.180318e+00,1.424000e+18
5110,6.181508e+00,1.423527e+18
5111,6.182698e+00,1.423156e+18
5112,6.183888e+00,1.422915e+18
5113,6.185079e+00,1.422784e+18
5114,6.186269e+00,1.422797e+18
5115,6.187459e+00,1.423008e+18
5116,6.188649e+00,1.423470e+18
5117,6.189839e+00,1.424237e+18
5118,6.191029e+00,1.425349e+18
5119,6.192219e+00,1.426947e+18
5120,6.193409e+00,1.429092e+18
5121,6.194599e+00,1.431809e+18
5122,6.195790e+00,1.434854e+18
5123,6.196980e+00,1.437797e+18
5124,6.198170e+00,1.439717e+18
5125,6.199360e+00,1.439417e+18
5126,6.200550e+00,1.436646e+18
5127,6.201740e+00,1.432545e+18
5128,6.202930e+00,1.428200e+18
5129,6.204120e+00,1.424110e+18
5130,6.205311e+00,1.420611e+18
5131,6.206501e+00,1.417663e+18
5132,6.207691e+00,1.415098e+18
5133,6.208881e+00,1.412966e+18
5134,6.210071e+00,1.411154e+18
5135,6.211261e+00,1.409594e+18
5136,6.212451e+00,1.408239e+18
5137,6.213641e+00,1.407009e+18
5138,6.214831e+00,1.405912e+18
5139,6.216022e+00,1.404932e+18
5140,6.217212e+00,1.404029e+18
5141,6.218402e+00,1.403174e+18
5142,6.219592e+00,1.402358e+18
5143,6.220782e+00,1.401608e+18
5144,6.221972e+00,1.400903e+18
5145,6.223162e+00,1.400232e+18
5146,6.224352e+00,1.399615e+18
5147,6.225543e+00,1.399023e+18
5148,6.226733e+00,1.398439e+18
5149,6.227923e+00,1.397892e+18
5150,6.229113e+00,1.397346e+18
5151,6.230303e+00,1.396799e+18
5152,6.231493e+00,1.396277e+18
5153,6.232683e+00,1.395775e+18
5154,6.233873e+00,1.395273e+18
5155,6.235064e+00,1.394810e+18
5156,6.236254e+00,1.394378e+18
5157,6.237444e+00,1.393959e+18
5158,6.238634e+00,1.393544e+18
5159,6.239824e+00,1.393138e+18
5160,6.241014e+00,1.392732e+18
5161,6.242204e+00,1.392326e+18
5162,6.243394e+00,1.391933e+18
5163,6.244584e+00,1.391546e+18
5164,6.245775e+00,1.391161e+18
5165,6.246965e+00,1.390796e+18
5166,6.248155e+00,1.390472e+18
5167,6.249345e+00,1.390154e+18
5168,6.250535e+00,1.389837e+18
5169,6.251725e+00,1.389526e+18
5170,6.252915e+00,1.389215e+18
5171,6.254105e+00,1.388904e+18
5172,6.255296e+00,1.388598e+18
5173,6.256486e+00,1.388298e+18
5174,6.257676e+00,1.387998e+18
5175,6.258866e+00,1.387743e+18
5176,6.260056e+00,1.387505e+18
5177,6.261246e+00,1.387268e+18
5178,6.262436e+00,1.387033e+18
5179,6.263626e+00,1.386803e+18
5180,6.264816e+00,1.386572e+18
5181,6.266007e+00,1.386341e+18
5182,6.267197e+00,1.386115e+18
5183,6.268387e+00,1.385888e+18
5184,6.269577e+00,1.385662e+18
5185,6.270767e+00,1.385463e+18
5186,6.271957e+00,1.385309e+18
5187,6.273147e+00,1.385158e+18
5188,6.274337e+00,1.385010e+18
5189,6.275528e+00,1.384862e+18
5190,6.276718e+00,1.384717e+18
5191,6.277908e+00,1.384573e+18
5192,6.279098e+00,1.384429e+18
5193,6.280288e+00,1.384285e+18
5194,6.281478e+00,1.384142e+18
5195,6.282668e+00,1.384050e+18
5196,6.283858e+00,1.383981e+18
5197,6.285049e+00,1.383914e+18
5198,6.286239e+00,1.383848e+18
5199,6.287429e+00,1.383784e+18
5200,6.288619e+00,1.383720e+18
5201,6.289809e+00,1.383657e+18
5202,6.290999e+00,1.383595e+18
5203,6.292189e+00,1.383533e+18
5204,6.293379e+00,1.383471e+18
5205,6.294569e+00,1.383426e+18
5206,6.295760e+00,1.383450e+18
5207,6.296950e+00,1.383476e+18
5208,6.298140e+00,1.383502e+18
5209,6.299330e+00,1.383531e+18
5210,6.300520e+00,1.383559e+18
5211,6.301710e+00,1.383588e+18
5212,6.302900e+00,1.383619e+18
5213,6.304090e+00,1.383650e+18
5214,6.305281e+00,1.383681e+18
5215,6.306471e+00,1.383712e+18
5216,6.307661e+00,1.383829e+18
5217,6.308851e+00,1.383959e+18
5218,6.310041e+00,1.384089e+18
5219,6.311231e+00,1.384219e+18
5220,6.312421e+00,1.384349e+18
5221,6.313611e+00,1.384479e+18
5222,6.314801e+00,1.384609e+18
5223,6.315992e+00,1.384738e+18
5224,6.317182e+00,1.384868e+18
5225,6.318372e+00,1.385027e+18
5226,6.319562e+00,1.385273e+18
5227,6.320752e+00,1.385520e+18
5228,6.321942e+00,1.385766e+18
5229,6.323132e+00,1.386013e+18
5230,6.324322e+00,1.386259e+18
5231,6.325513e+00,1.386506e+18
5232,6.326703e+00,1.386752e+18
5233,6.327893e+00,1.386999e+18
5234,6.329083e+00,1.387245e+18
5235,6.330273e+00,1.387492e+18
5236,6.331463e+00,1.387844e+18
5237,6.332653e+00,1.388220e+18
5238,6.333843e+00,1.388597e+18
5239,6.335034e+00,1.388974e+18
5240,6.336224e+00,1.389351e+18
5241,6.337414e+00,1.389727e+18
5242,6.338604e+00,1.390104e+18
5243,6.339794e+00,1.390481e+18
5244,6.340984e+00,1.390858e+18
5245,6.342174e+00,1.391244e+18
5246,6.343364e+00,1.391760e+18
5247,6.344554e+00,1.392277e+18
5248,6.345745e+00,1.392794e+18
5249,6.346935e+00,1.393312e+18
5250,6.348125e+00,1.393829e+18
5251,6.349315e+00,1.394347e+18
5252,6.350505e+00,1.394868e+18
5253,6.351695e+00,1.395389e+18
5254,6.352885e+00,1.395910e+18
5255,6.354075e+00,1.396479e+18
5256,6.355266e+00,1.397109e+18
5257,6.356456e+00,1.397740e+18
5258,6.357646e+00,1.398370e+18
5259,6.358836e+00,1.399002e+18
5260,6.360026e+00,1.399633e+18
5261,6.361216e+00,1.400265e+18
5262,6.362406e+00,1.400898e+18
5263,6.363596e+00,1.401531e+18
5264,6.364786e+00,1.402166e+18
5265,6.365977e+00,1.402832e+18
5266,6.367167e+00,1.403666e+18
5267,6.368357e+00,1.404504e+18
5268,6.369547e+00,1.405343e+18
5269,6.370737e+00,1.406191e+18
5270,6.371927e+00,1.407050e+18
5271,6.373117e+00,1.407938e+18
5272,6.374307e+00,1.408875e+18
5273,6.375498e+00,1.409994e+18
5274,6.376688e+00,1.411536e+18
5275,6.377878e+00,1.412995e+18
5276,6.379068e+00,1.413257e+18
5277,6.380258e+00,1.413776e+18
5278,6.381448e+00,1.414653e+18
5279,6.382638e+00,1.415640e+18
5280,6.383828e+00,1.416670e+18
5281,6.385019e+00,1.417716e+18
5282,6.386209e+00,1.418772e+18
5283,6.387399e+00,1.419834e+18
5284,6.388589e+00,1.420901e+18
5285,6.389779e+00,1.421972e+18
5286,6.390969e+00,1.423344e+18
5287,6.392159e+00,1.424718e+18
5288,6.393349e+00,1.426093e+18
5289,6.394539e+00,1.427469e+18
5290,6.395730e+00,1.428845e+18
5291,6.396920e+00,1.430221e+18
5292,6.398110e+00,1.431598e+18
5293,6.399300e+00,1.432976e+18
5294,6.400490e+00,1.434353e+18
5295,6.401680e+00,1.435884e+18
5296,6.402870e+00,1.437511e+18
5297,6.404060e+00,1.439139e+18
5298,6.405251e+00,1.440781e+18
5299,6.406441e+00,1.442496e+18
5300,6.407631e+00,1.444211e+18
5301,6.408821e+00,1.445926e+18
5302,6.410011e+00,1.447641e+18
5303,6.411201e+00,1.449357e+18
5304,6.412391e+00,1.451072e+18
5305,6.413581e+00,1.452913e+18
5306,6.414771e+00,1.454901e+18
5307,6.415962e+00,1.456888e+18
5308,6.417152e+00,1.458877e+18
5309,6.418342e+00,1.460908e+18
5310,6.419532e+00,1.462940e+18
5311,6.420722e+00,1.464971e+18
5312,6.421912e+00,1.467003e+18
5313,6.423102e+00,1.469034e+18
5314,6.424292e+00,1.471065e+18
5315,6.425483e+00,1.473193e+18
5316,6.426673e+00,1.475471e+18
5317,6.427863e+00,1.477749e+18
5318,6.429053e+00,1.480038e+18
5319,6.430243e+00,1.482381e+18
5320,6.431433e+00,1.484724e+18
5321,6.432623e+00,1.487068e+18
5322,6.433813e+00,1.489411e+18
5323,6.435004e+00,1.491754e+18
5324,6.436194e+00,1.494098e+18
5325,6.437384e+00,1.496616e+18
5326,6.438574e+00,1.499274e+18
5327,6.439764e+00,1.501933e+18
5328,6.440954e+00,1.504682e+18
5329,6.442144e+00,1.507601e+18
5330,6.443334e+00,1.510521e+18
5331,6.444524e+00,1.513440e+18
5332,6.445715e+00,1.516503e+18
5333,6.446905e+00,1.519587e+18
5334,6.448095e+00,1.522670e+18
5335,6.449285e+00,1.525947e+18
5336,6.450475e+00,1.529341e+18
5337,6.451665e+00,1.532735e+18
5338,6.452855e+00,1.536252e+18
5339,6.454045e+00,1.539926e+18
5340,6.455236e+00,1.543600e+18
5341,6.456426e+00,1.547274e+18
5342,6.457616e+00,1.551156e+18
5343,6.458806e+00,1.555041e+18
5344,6.459996e+00,1.558925e+18
5345,6.461186e+00,1.563064e+18
5346,6.462376e+00,1.567280e+18
5347,6.463566e+00,1.571496e+18
5348,6.464756e+00,1.575821e+18
5349,6.465947e+00,1.580430e+18
5350,6.467137e+00,1.585039e+18
5351,6.468327e+00,1.589647e+18
5352,6.469517e+00,1.594456e+18
5353,6.470707e+00,1.599300e+18
5354,6.471897e+00,1.604144e+18
5355,6.473087e+00,1.609238e+18
5356,6.474277e+00,1.614467e+18
5357,6.475468e+00,1.619695e+18
5358,6.476658e+00,1.624997e+18
5359,6.477848e+00,1.630621e+18
5360,6.479038e+00,1.636246e+18
5361,6.480228e+00,1.641871e+18
5362,6.481418e+00,1.647867e+18
5363,6.482608e+00,1.653884e+18
5364,6.483798e+00,1.659902e+18
5365,6.484988e+00,1.666322e+18
5366,6.486179e+00,1.672860e+18
5367,6.487369e+00,1.679399e+18
5368,6.488559e+00,1.686163e+18
5369,6.489749e+00,1.693384e+18
5370,6.490939e+00,1.700605e+18
5371,6.492129e+00,1.707895e+18
5372,6.493319e+00,1.715697e+18
5373,6.494509e+00,1.723499e+18
5374,6.495700e+00,1.731301e+18
5375,6.496890e+00,1.739466e+18
5376,6.498080e+00,1.747839e+18
5377,6.499270e+00,1.756211e+18
5378,6.500460e+00,1.764775e+18
5379,6.501650e+00,1.774026e+18
5380,6.502840e+00,1.783277e+18
5381,6.504030e+00,1.792541e+18
5382,6.505221e+00,1.802218e+18
5383,6.506411e+00,1.811895e+18
5384,6.507601e+00,1.821573e+18
5385,6.508791e+00,1.831483e+18
5386,6.509981e+00,1.841570e+18
5387,6.511171e+00,1.851656e+18
5388,6.512361e+00,1.861893e+18
5389,6.513551e+00,1.872417e+18
5390,6.514741e+00,1.882941e+18
5391,6.515932e+00,1.893465e+18
5392,6.517122e+00,1.904761e+18
5393,6.518312e+00,1.916199e+18
5394,6.519502e+00,1.927636e+18
5395,6.520692e+00,1.939535e+18
5396,6.521882e+00,1.952092e+18
5397,6.523072e+00,1.964650e+18
5398,6.524262e+00,1.977621e+18
5399,6.525453e+00,1.992157e+18
5400,6.526643e+00,2.006694e+18
5401,6.527833e+00,2.021230e+18
5402,6.529023e+00,2.036663e+18
5403,6.530213e+00,2.052418e+18
5404,6.531403e+00,2.068173e+18
5405,6.532593e+00,2.084731e+18
5406,6.533783e+00,2.102114e+18
5407,6.534973e+00,2.119498e+18
5408,6.536164e+00,2.137026e+18
5409,6.537354e+00,2.154871e+18
5410,6.538544e+00,2.172716e+18
5411,6.539734e+00,2.190561e+18
5412,6.540924e+00,2.208488e+18
5413,6.542114e+00,2.226429e+18
5414,6.543304e+00,2.244369e+18
5415,6.544494e+00,2.261777e+18
5416,6.545685e+00,2.278894e+18
5417,6.546875e+00,2.296010e+18
5418,6.548065e+00,2.313075e+18
5419,6.549255e+00,2.329866e+18
5420,6.550445e+00,2.346656e+18
5421,6.551635e+00,2.363446e+18
5422,6.552825e+00,2.380236e+18
5423,6.554015e+00,2.397027e+18
5424,6.555206e+00,2.413817e+18
5425,6.556396e+00,2.430615e+18
5426,6.557586e+00,2.447419e+18
5427,6.558776e+00,2.464223e+18
5428,6.559966e+00,2.481151e+18
5429,6.561156e+00,2.499553e+18
5430,6.562346e+00,2.517955e+18
5431,6.563536e+00,2.536357e+18
5432,6.564726e+00,2.557606e+18
5433,6.565917e+00,2.579383e+18
5434,6.567107e+00,2.601159e+18
5435,6.568297e+00,2.624938e+18
5436,6.569487e+00,2.649685e+18
5437,6.570677e+00,2.674433e+18
5438,6.571867e+00,2.699727e+18
5439,6.573057e+00,2.726801e+18
5440,6.574247e+00,2.753876e+18
5441,6.575438e+00,2.780944e+18
5442,6.576628e+00,2.807593e+18
5443,6.577818e+00,2.833684e+18
5444,6.579008e+00,2.858473e+18
5445,6.580198e+00,2.881705e+18
5446,6.581388e+00,2.902323e+18
5447,6.582578e+00,2.919996e+18
5448,6.583768e+00,2.934147e+18
5449,6.584958e+00,2.944609e+18
5450,6.586149e+00,2.951483e+18
5451,6.587339e+00,2.955377e+18
5452,6.588529e+00,2.956871e+18
5453,6.589719e+00,2.956102e+18
5454,6.590909e+00,2.953358e+18
5455,6.592099e+00,2.948947e+18
5456,6.593289e+00,2.943280e+18
5457,6.594479e+00,2.936342e+18
5458,6.595670e+00,2.927990e+18
5459,6.596860e+00,2.918231e+18
5460,6.598050e+00,2.907488e+18
5461,6.599240e+00,2.895372e+18
5462,6.600430e+00,2.882196e+18
5463,6.601620e+00,2.868795e+18
5464,6.602810e+00,2.855775e+18
5465,6.604000e+00,2.843208e+18
5466,6.605191e+00,2.832123e+18
5467,6.606381e+00,2.822220e+18
5468,6.607571e+00,2.814025e+18
5469,6.608761e+00,2.807722e+18
5470,6.609951e+00,2.803554e+18
5471,6.611141e+00,2.801501e+18
5472,6.612331e+00,2.801712e+18
5473,6.613521e+00,2.804167e+18
5474,6.614711e+00,2.809336e+18
5475,6.615902e+00,2.817140e+18
5476,6.617092e+00,2.827452e+18
5477,6.618282e+00,2.841511e+18
5478,6.619472e+00,2.859595e+18
5479,6.620662e+00,2.882376e+18
5480,6.621852e+00,2.910073e+18
5481,6.623042e+00,2.943324e+18
5482,6.624232e+00,2.984759e+18
5483,6.625423e+00,3.035453e+18
5484,6.626613e+00,3.096714e+18
5485,6.627803e+00,3.169149e+18
5486,6.628993e+00,3.261869e+18
5487,6.630183e+00,3.374205e+18
5488,6.631373e+00,3.515167e+18
5489,6.632563e+00,3.694255e+18
5490,6.633753e+00,3.924440e+18
5491,6.634943e+00,4.201678e+18
5492,6.636134e+00,4.505281e+18
5493,6.637324e+00,4.800738e+18
5494,6.638514e+00,5.028991e+18
5495,6.639704e+00,5.079765e+18
5496,6.640894e+00,4.945799e+18
5497,6.642084e+00,4.712235e+18
5498,6.643274e+00,4.455282e+18
5499,6.644464e+00,4.228976e+18
5500,6.645655e+00,4.052772e+18
5501,6.646845e+00,3.928787e+18
5502,6.648035e+00,3.850027e+18
5503,6.649225e+00,3.805621e+18
5504,6.650415e+00,3.786698e+18
5505,6.651605e+00,3.789201e+18
5506,6.652795e+00,3.809562e+18
5507,6.653985e+00,3.839848e+18
5508,6.655176e+00,3.877430e+18
5509,6.656366e+00,3.917193e+18
5510,6.657556e+00,3.955030e+18
5511,6.658746e+00,3.990233e+18
5512,6.659936e+00,4.022501e+18
5513,6.661126e+00,4.051012e+18
5514,6.662316e+00,4.075676e+18
5515,6.663506e+00,4.093885e+18
5516,6.664696e+00,4.102229e+18
5517,6.665887e+00,4.096180e+18
5518,6.667077e+00,4.074154e+18
5519,6.668267e+00,4.037891e+18
5520,6.669457e+00,3.986614e+18
5521,6.670647e+00,3.923470e+18
5522,6.671837e+00,3.850043e+18
5523,6.673027e+00,3.767700e+18
5524,6.674217e+00,3.680500e+18
5525,6.675408e+00,3.592627e+18
5526,6.676598e+00,3.505749e+18
5527,6.677788e+00,3.423656e+18
5528,6.678978e+00,3.342596e+18
5529,6.680168e+00,3.269769e+18
5530,6.681358e+00,3.202119e+18
5531,6.682548e+00,3.138218e+18
5532,6.683738e+00,3.079958e+18
5533,6.684928e+00,3.025616e+18
5534,6.686119e+00,2.973864e+18
5535,6.687309e+00,2.922724e+18
5536,6.688499e+00,2.872708e+18
5537,6.689689e+00,2.822691e+18
5538,6.690879e+00,2.773375e+18
5539,6.692069e+00,2.727832e+18
5540,6.693259e+00,2.682289e+18
5541,6.694449e+00,2.636746e+18
5542,6.695640e+00,2.596018e+18
5543,6.696830e+00,2.557445e+18
5544,6.698020e+00,2.518873e+18
5545,6.699210e+00,2.482646e+18
5546,6.700400e+00,2.449227e+18
5547,6.701590e+00,2.415807e+18
5548,6.702780e+00,2.383781e+18
5549,6.703970e+00,2.355278e+18
5550,6.705161e+00,2.326774e+18
5551,6.706351e+00,2.298271e+18
5552,6.707541e+00,2.272933e+18
5553,6.708731e+00,2.248191e+18
5554,6.709921e+00,2.223448e+18
5555,6.711111e+00,2.200174e+18
5556,6.712301e+00,2.177760e+18
5557,6.713491e+00,2.155346e+18
5558,6.714681e+00,2.133249e+18
5559,6.715872e+00,2.112952e+18
5560,6.717062e+00,2.092655e+18
5561,6.718252e+00,2.072358e+18
5562,6.719442e+00,2.053648e+18
5563,6.720632e+00,2.035116e+18
5564,6.721822e+00,2.016585e+18
5565,6.723012e+00,1.999018e+18
5566,6.724202e+00,1.981841e+18
5567,6.725393e+00,1.964665e+18
5568,6.726583e+00,1.947854e+18
5569,6.727773e+00,1.932110e+18
5570,6.728963e+00,1.916367e+18
5571,6.730153e+00,1.900650e+18
5572,6.731343e+00,1.885806e+18
5573,6.732533e+00,1.870962e+18
5574,6.733723e+00,1.856118e+18
5575,6.734913e+00,1.841772e+18
5576,6.736104e+00,1.827861e+18
5577,6.737294e+00,1.813950e+18
5578,6.738484e+00,1.800151e+18
5579,6.739674e+00,1.787348e+18
5580,6.740864e+00,1.774544e+18
5581,6.742054e+00,1.761740e+18
5582,6.743244e+00,1.749546e+18
5583,6.744434e+00,1.737420e+18
5584,6.745625e+00,1.725294e+18
5585,6.746815e+00,1.713452e+18
5586,6.748005e+00,1.701991e+18
5587,6.749195e+00,1.690530e+18
5588,6.750385e+00,1.679240e+18
5589,6.751575e+00,1.668697e+18
5590,6.752765e+00,1.658153e+18
5591,6.753955e+00,1.647613e+18
5592,6.755146e+00,1.637467e+18
5593,6.756336e+00,1.627322e+18
5594,6.757526e+00,1.617176e+18
5595,6.758716e+00,1.607407e+18
5596,6.759906e+00,1.597932e+18
5597,6.761096e+00,1.588458e+18
5598,6.762286e+00,1.579206e+18
5599,6.763476e+00,1.570379e+18
5600,6.764666e+00,1.561552e+18
5601,6.765857e+00,1.552724e+18
5602,6.767047e+00,1.544210e+18
5603,6.768237e+00,1.535748e+18
5604,6.769427e+00,1.527285e+18
5605,6.770617e+00,1.519051e+18
5606,6.771807e+00,1.511112e+18
5607,6.772997e+00,1.503174e+18
5608,6.774187e+00,1.495363e+18
5609,6.775378e+00,1.487955e+18
5610,6.776568e+00,1.480546e+18
5611,6.777758e+00,1.473137e+18
5612,6.778948e+00,1.465936e+18
5613,6.780138e+00,1.458793e+18
5614,6.781328e+00,1.451651e+18
5615,6.782518e+00,1.444759e+18
5616,6.783708e+00,1.438074e+18
5617,6.784898e+00,1.431389e+18
5618,6.786089e+00,1.424864e+18
5619,6.787279e+00,1.418599e+18
5620,6.788469e+00,1.412334e+18
5621,6.789659e+00,1.406069e+18
5622,6.790849e+00,1.400031e+18
5623,6.792039e+00,1.394007e+18
5624,6.793229e+00,1.387983e+18
5625,6.794419e+00,1.382174e+18
5626,6.795610e+00,1.376442e+18
5627,6.796800e+00,1.370710e+18
5628,6.797990e+00,1.365073e+18
5629,6.799180e+00,1.359712e+18
5630,6.800370e+00,1.354351e+18
5631,6.801560e+00,1.348992e+18
5632,6.802750e+00,1.343858e+18
5633,6.803940e+00,1.338724e+18
5634,6.805131e+00,1.333590e+18
5635,6.806321e+00,1.328731e+18
5636,6.807511e+00,1.323929e+18
5637,6.808701e+00,1.319128e+18
5638,6.809891e+00,1.314399e+18
5639,6.811081e+00,1.309791e+18
5640,6.812271e+00,1.305183e+18
5641,6.813461e+00,1.300575e+18
5642,6.814651e+00,1.295965e+18
5643,6.815842e+00,1.291355e+18
5644,6.817032e+00,1.286745e+18
5645,6.818222e+00,1.282461e+18
5646,6.819412e+00,1.278346e+18
5647,6.820602e+00,1.274232e+18
5648,6.821792e+00,1.270147e+18
5649,6.822982e+00,1.266161e+18
5650,6.824172e+00,1.262175e+18
5651,6.825363e+00,1.258189e+18
