,E,flux
2001,2.481428e+00,1.203329e+19
2002,2.482618e+00,1.198396e+19
2003,2.483808e+00,1.193822e+19
2004,2.484999e+00,1.189427e+19
2005,2.486189e+00,1.185349e+19
2006,2.487379e+00,1.181272e+19
2007,2.488569e+00,1.177195e+19
2008,2.489759e+00,1.173630e+19
2009,2.490949e+00,1.170154e+19
2010,2.492139e+00,1.166678e+19
2011,2.493329e+00,1.163444e+19
2012,2.494519e+00,1.160350e+19
2013,2.495710e+00,1.157256e+19
2014,2.496900e+00,1.154218e+19
2015,2.498090e+00,1.151500e+19
2016,2.499280e+00,1.148782e+19
2017,2.500470e+00,1.146064e+19
2018,2.501660e+00,1.143570e+19
2019,2.502850e+00,1.141159e+19
2020,2.504040e+00,1.138748e+19
2021,2.505231e+00,1.136450e+19
2022,2.506421e+00,1.134251e+19
2023,2.507611e+00,1.132051e+19
2024,2.508801e+00,1.129866e+19
2025,2.509991e+00,1.127849e+19
2026,2.511181e+00,1.125833e+19
2027,2.512371e+00,1.123817e+19
2028,2.513561e+00,1.122012e+19
2029,2.514751e+00,1.120246e+19
2030,2.515942e+00,1.118481e+19
2031,2.517132e+00,1.116791e+19
2032,2.518322e+00,1.115138e+19
2033,2.519512e+00,1.113485e+19
2034,2.520702e+00,1.111891e+19
2035,2.521892e+00,1.110483e+19
2036,2.523082e+00,1.109075e+19
2037,2.524272e+00,1.107671e+19
2038,2.525463e+00,1.106403e+19
2039,2.526653e+00,1.105184e+19
2040,2.527843e+00,1.104044e+19
2041,2.529033e+00,1.102983e+19
2042,2.530223e+00,1.102021e+19
2043,2.531413e+00,1.101187e+19
2044,2.532603e+00,1.100323e+19
2045,2.533793e+00,1.099369e+19
2046,2.534984e+00,1.098416e+19
2047,2.536174e+00,1.097444e+19
2048,2.537364e+00,1.096343e+19
2049,2.538554e+00,1.095241e+19
2050,2.539744e+00,1.094139e+19
2051,2.540934e+00,1.093031e+19
2052,2.542124e+00,1.091918e+19
2053,2.543314e+00,1.090806e+19
2054,2.544504e+00,1.089708e+19
2055,2.545695e+00,1.088627e+19
2056,2.546885e+00,1.087547e+19
2057,2.548075e+00,1.086466e+19
2058,2.549265e+00,1.085437e+19
2059,2.550455e+00,1.084410e+19
2060,2.551645e+00,1.083383e+19
2061,2.552835e+00,1.082392e+19
2062,2.554025e+00,1.081431e+19
2063,2.555216e+00,1.080470e+19
2064,2.556406e+00,1.079534e+19
2065,2.557596e+00,1.078646e+19
2066,2.558786e+00,1.077758e+19
2067,2.559976e+00,1.076870e+19
2068,2.561166e+00,1.076047e+19
2069,2.562356e+00,1.075234e+19
2070,2.563546e+00,1.074421e+19
2071,2.564736e+00,1.073654e+19
2072,2.565927e+00,1.072913e+19
2073,2.567117e+00,1.072172e+19
2074,2.568307e+00,1.071400e+19
2075,2.569497e+00,1.070589e+19
2076,2.570687e+00,1.069779e+19
2077,2.571877e+00,1.068968e+19
2078,2.573067e+00,1.068141e+19
2079,2.574257e+00,1.067314e+19
2080,2.575448e+00,1.066486e+19
2081,2.576638e+00,1.065540e+19
2082,2.577828e+00,1.064564e+19
2083,2.579018e+00,1.063588e+19
2084,2.580208e+00,1.062615e+19
2085,2.581398e+00,1.061648e+19
2086,2.582588e+00,1.060680e+19
2087,2.583778e+00,1.059713e+19
2088,2.584968e+00,1.058782e+19
2089,2.586159e+00,1.057898e+19
2090,2.587349e+00,1.057042e+19
2091,2.588539e+00,1.056218e+19
2092,2.589729e+00,1.055448e+19
2093,2.590919e+00,1.054755e+19
2094,2.592109e+00,1.054125e+19
2095,2.593299e+00,1.053563e+19
2096,2.594489e+00,1.053043e+19
2097,2.595680e+00,1.052649e+19
2098,2.596870e+00,1.052392e+19
2099,2.598060e+00,1.052329e+19
2100,2.599250e+00,1.052596e+19
2101,2.600440e+00,1.053261e+19
2102,2.601630e+00,1.054686e+19
2103,2.602820e+00,1.056925e+19
2104,2.604010e+00,1.060557e+19
2105,2.605201e+00,1.066280e+19
2106,2.606391e+00,1.075745e+19
2107,2.607581e+00,1.091426e+19
2108,2.608771e+00,1.118572e+19
2109,2.609961e+00,1.166854e+19
2110,2.611151e+00,1.255139e+19
2111,2.612341e+00,1.342462e+19
2112,2.613531e+00,1.246744e+19
2113,2.614721e+00,1.161243e+19
2114,2.615912e+00,1.112346e+19
2115,2.617102e+00,1.084743e+19
2116,2.618292e+00,1.068509e+19
2117,2.619482e+00,1.057725e+19
2118,2.620672e+00,1.050665e+19
2119,2.621862e+00,1.045590e+19
2120,2.623052e+00,1.041828e+19
2121,2.624242e+00,1.039083e+19
2122,2.625433e+00,1.036880e+19
2123,2.626623e+00,1.035124e+19
2124,2.627813e+00,1.033637e+19
2125,2.629003e+00,1.032343e+19
2126,2.630193e+00,1.031166e+19
2127,2.631383e+00,1.030129e+19
2128,2.632573e+00,1.029105e+19
2129,2.633763e+00,1.028171e+19
2130,2.634953e+00,1.027336e+19
2131,2.636144e+00,1.026524e+19
2132,2.637334e+00,1.025777e+19
2133,2.638524e+00,1.025080e+19
2134,2.639714e+00,1.024403e+19
2135,2.640904e+00,1.023763e+19
2136,2.642094e+00,1.023124e+19
2137,2.643284e+00,1.022485e+19
2138,2.644474e+00,1.021866e+19
2139,2.645665e+00,1.021259e+19
2140,2.646855e+00,1.020649e+19
2141,2.648045e+00,1.020015e+19
2142,2.649235e+00,1.019311e+19
2143,2.650425e+00,1.018503e+19
2144,2.651615e+00,1.017686e+19
2145,2.652805e+00,1.016864e+19
2146,2.653995e+00,1.016042e+19
2147,2.655186e+00,1.015220e+19
2148,2.656376e+00,1.014307e+19
2149,2.657566e+00,1.013386e+19
2150,2.658756e+00,1.012466e+19
2151,2.659946e+00,1.011565e+19
2152,2.661136e+00,1.010673e+19
2153,2.662326e+00,1.009781e+19
2154,2.663516e+00,1.008900e+19
2155,2.664706e+00,1.008056e+19
2156,2.665897e+00,1.007212e+19
2157,2.667087e+00,1.006368e+19
2158,2.668277e+00,1.005559e+19
2159,2.669467e+00,1.004751e+19
2160,2.670657e+00,1.003943e+19
2161,2.671847e+00,1.003160e+19
2162,2.673037e+00,1.002383e+19
2163,2.674227e+00,1.001606e+19
2164,2.675418e+00,1.000835e+19
2165,2.676608e+00,1.000075e+19
2166,2.677798e+00,9.993159e+18
2167,2.678988e+00,9.985551e+18
2168,2.680178e+00,9.977858e+18
2169,2.681368e+00,9.970164e+18
2170,2.682558e+00,9.962470e+18
2171,2.683748e+00,9.954659e+18
2172,2.684938e+00,9.946778e+18
2173,2.686129e+00,9.938596e+18
2174,2.687319e+00,9.930299e+18
2175,2.688509e+00,9.921143e+18
2176,2.689699e+00,9.911160e+18
2177,2.690889e+00,9.900712e+18
2178,2.692079e+00,9.889296e+18
2179,2.693269e+00,9.876731e+18
2180,2.694459e+00,9.864342e+18
2181,2.695650e+00,9.852704e+18
2182,2.696840e+00,9.841750e+18
2183,2.698030e+00,9.830796e+18
2184,2.699220e+00,9.820216e+18
2185,2.700410e+00,9.810579e+18
2186,2.701600e+00,9.800942e+18
2187,2.702790e+00,9.791410e+18
2188,2.703980e+00,9.782740e+18
2189,2.705171e+00,9.774070e+18
2190,2.706361e+00,9.765400e+18
2191,2.707551e+00,9.757110e+18
2192,2.708741e+00,9.749014e+18
2193,2.709931e+00,9.740917e+18
2194,2.711121e+00,9.733032e+18
2195,2.712311e+00,9.725406e+18
2196,2.713501e+00,9.717779e+18
2197,2.714691e+00,9.710153e+18
2198,2.715882e+00,9.702830e+18
2199,2.717072e+00,9.695518e+18
2200,2.718262e+00,9.688205e+18
2201,2.719452e+00,9.681029e+18
2202,2.720642e+00,9.673968e+18
2203,2.721832e+00,9.666906e+18
2204,2.723022e+00,9.659911e+18
2205,2.724212e+00,9.653038e+18
2206,2.725403e+00,9.646164e+18
2207,2.726593e+00,9.639291e+18
2208,2.727783e+00,9.632528e+18
2209,2.728973e+00,9.625779e+18
2210,2.730163e+00,9.619030e+18
2211,2.731353e+00,9.612346e+18
2212,2.732543e+00,9.605697e+18
2213,2.733733e+00,9.599047e+18
2214,2.734923e+00,9.592411e+18
2215,2.736114e+00,9.585848e+18
2216,2.737304e+00,9.579284e+18
2217,2.738494e+00,9.572721e+18
2218,2.739684e+00,9.566216e+18
2219,2.740874e+00,9.559733e+18
2220,2.742064e+00,9.553249e+18
2221,2.743254e+00,9.546795e+18
2222,2.744444e+00,9.540368e+18
2223,2.745635e+00,9.533941e+18
2224,2.746825e+00,9.527518e+18
2225,2.748015e+00,9.521169e+18
2226,2.749205e+00,9.514820e+18
2227,2.750395e+00,9.508471e+18
2228,2.751585e+00,9.502211e+18
2229,2.752775e+00,9.495973e+18
2230,2.753965e+00,9.489735e+18
2231,2.755156e+00,9.483550e+18
2232,2.756346e+00,9.477397e+18
2233,2.757536e+00,9.471243e+18
2234,2.758726e+00,9.465104e+18
2235,2.759916e+00,9.459030e+18
2236,2.761106e+00,9.452956e+18
2237,2.762296e+00,9.446883e+18
2238,2.763486e+00,9.440852e+18
2239,2.764676e+00,9.434823e+18
2240,2.765867e+00,9.428795e+18
2241,2.767057e+00,9.423069e+18
2242,2.768247e+00,9.417701e+18
2243,2.769437e+00,9.412332e+18
2244,2.770627e+00,9.406963e+18
2245,2.771817e+00,9.401601e+18
2246,2.773007e+00,9.396238e+18
2247,2.774197e+00,9.390876e+18
2248,2.775388e+00,9.385513e+18
2249,2.776578e+00,9.380150e+18
2250,2.777768e+00,9.374788e+18
2251,2.778958e+00,9.369445e+18
2252,2.780148e+00,9.364137e+18
2253,2.781338e+00,9.358829e+18
2254,2.782528e+00,9.353525e+18
2255,2.783718e+00,9.348248e+18
2256,2.784908e+00,9.342972e+18
2257,2.786099e+00,9.337695e+18
2258,2.787289e+00,9.332418e+18
2259,2.788479e+00,9.327141e+18
2260,2.789669e+00,9.321864e+18
2261,2.790859e+00,9.316600e+18
2262,2.792049e+00,9.311347e+18
2263,2.793239e+00,9.306094e+18
2264,2.794429e+00,9.300844e+18
2265,2.795620e+00,9.295601e+18
2266,2.796810e+00,9.290359e+18
2267,2.798000e+00,9.285116e+18
2268,2.799190e+00,9.279868e+18
2269,2.800380e+00,9.274618e+18
2270,2.801570e+00,9.269368e+18
2271,2.802760e+00,9.264141e+18
2272,2.803950e+00,9.258930e+18
2273,2.805141e+00,9.253718e+18
2274,2.806331e+00,9.248523e+18
2275,2.807521e+00,9.243352e+18
2276,2.808711e+00,9.238181e+18
2277,2.809901e+00,9.233010e+18
2278,2.811091e+00,9.227839e+18
2279,2.812281e+00,9.222668e+18
2280,2.813471e+00,9.217497e+18
2281,2.814661e+00,9.212347e+18
2282,2.815852e+00,9.207206e+18
2283,2.817042e+00,9.202065e+18
2284,2.818232e+00,9.196931e+18
2285,2.819422e+00,9.191825e+18
2286,2.820612e+00,9.186720e+18
2287,2.821802e+00,9.181614e+18
2288,2.822992e+00,9.176433e+18
2289,2.824182e+00,9.171231e+18
2290,2.825373e+00,9.166029e+18
2291,2.826563e+00,9.160848e+18
2292,2.827753e+00,9.155682e+18
2293,2.828943e+00,9.150517e+18
2294,2.830133e+00,9.145339e+18
2295,2.831323e+00,9.140054e+18
2296,2.832513e+00,9.134770e+18
2297,2.833703e+00,9.129485e+18
2298,2.834893e+00,9.124142e+18
2299,2.836084e+00,9.118789e+18
2300,2.837274e+00,9.113437e+18
2301,2.838464e+00,9.108124e+18
2302,2.839654e+00,9.102829e+18
2303,2.840844e+00,9.097535e+18
2304,2.842034e+00,9.092291e+18
2305,2.843224e+00,9.087211e+18
2306,2.844414e+00,9.082130e+18
2307,2.845605e+00,9.077055e+18
2308,2.846795e+00,9.072223e+18
2309,2.847985e+00,9.067390e+18
2310,2.849175e+00,9.062558e+18
2311,2.850365e+00,9.057833e+18
2312,2.851555e+00,9.053202e+18
2313,2.852745e+00,9.048571e+18
2314,2.853935e+00,9.043967e+18
2315,2.855126e+00,9.039577e+18
2316,2.856316e+00,9.035187e+18
2317,2.857506e+00,9.030797e+18
2318,2.858696e+00,9.026473e+18
2319,2.859886e+00,9.022155e+18
2320,2.861076e+00,9.017837e+18
2321,2.862266e+00,9.013589e+18
2322,2.863456e+00,9.009422e+18
2323,2.864646e+00,9.005255e+18
2324,2.865837e+00,9.001075e+18
2325,2.867027e+00,8.996848e+18
2326,2.868217e+00,8.992620e+18
2327,2.869407e+00,8.988410e+18
2328,2.870597e+00,8.984214e+18
2329,2.871787e+00,8.979748e+18
2330,2.872977e+00,8.975140e+18
2331,2.874167e+00,8.970366e+18
2332,2.875358e+00,8.965056e+18
2333,2.876548e+00,8.958693e+18
2334,2.877738e+00,8.951806e+18
2335,2.878928e+00,8.944662e+18
2336,2.880118e+00,8.937395e+18
2337,2.881308e+00,8.930060e+18
2338,2.882498e+00,8.922812e+18
2339,2.883688e+00,8.915570e+18
2340,2.884878e+00,8.908329e+18
2341,2.886069e+00,8.901280e+18
2342,2.887259e+00,8.894319e+18
2343,2.888449e+00,8.887359e+18
2344,2.889639e+00,8.880508e+18
2345,2.890829e+00,8.873765e+18
2346,2.892019e+00,8.867023e+18
2347,2.893209e+00,8.860286e+18
2348,2.894399e+00,8.853654e+18
2349,2.895590e+00,8.847023e+18
2350,2.896780e+00,8.840391e+18
2351,2.897970e+00,8.833838e+18
2352,2.899160e+00,8.827301e+18
2353,2.900350e+00,8.820765e+18
2354,2.901540e+00,8.814263e+18
2355,2.902730e+00,8.807829e+18
2356,2.903920e+00,8.801395e+18
2357,2.905111e+00,8.794962e+18
2358,2.906301e+00,8.788611e+18
2359,2.907491e+00,8.782268e+18
2360,2.908681e+00,8.775925e+18
2361,2.909871e+00,8.769646e+18
2362,2.911061e+00,8.763392e+18
2363,2.912251e+00,8.757138e+18
2364,2.913441e+00,8.750909e+18
2365,2.914631e+00,8.744758e+18
2366,2.915822e+00,8.738607e+18
2367,2.917012e+00,8.732457e+18
2368,2.918202e+00,8.726450e+18
2369,2.919392e+00,8.720444e+18
2370,2.920582e+00,8.714438e+18
2371,2.921772e+00,8.708565e+18
2372,2.922962e+00,8.702720e+18
2373,2.924152e+00,8.696875e+18
2374,2.925343e+00,8.690989e+18
2375,2.926533e+00,8.685038e+18
2376,2.927723e+00,8.679088e+18
2377,2.928913e+00,8.673149e+18
2378,2.930103e+00,8.667270e+18
2379,2.931293e+00,8.661391e+18
2380,2.932483e+00,8.655512e+18
2381,2.933673e+00,8.649639e+18
2382,2.934863e+00,8.643769e+18
2383,2.936054e+00,8.637900e+18
2384,2.937244e+00,8.632031e+18
2385,2.938434e+00,8.626163e+18
2386,2.939624e+00,8.620296e+18
2387,2.940814e+00,8.614428e+18
2388,2.942004e+00,8.608543e+18
2389,2.943194e+00,8.602658e+18
2390,2.944384e+00,8.596774e+18
2391,2.945575e+00,8.590907e+18
2392,2.946765e+00,8.585052e+18
2393,2.947955e+00,8.579197e+18
2394,2.949145e+00,8.573356e+18
2395,2.950335e+00,8.567536e+18
2396,2.951525e+00,8.561715e+18
2397,2.952715e+00,8.555895e+18
2398,2.953905e+00,8.550097e+18
2399,2.955096e+00,8.544301e+18
2400,2.956286e+00,8.538505e+18
2401,2.957476e+00,8.532721e+18
2402,2.958666e+00,8.526950e+18
2403,2.959856e+00,8.521180e+18
2404,2.961046e+00,8.515421e+18
2405,2.962236e+00,8.509692e+18
2406,2.963426e+00,8.503964e+18
2407,2.964616e+00,8.498235e+18
2408,2.965807e+00,8.492538e+18
2409,2.966997e+00,8.486850e+18
2410,2.968187e+00,8.481162e+18
2411,2.969377e+00,8.475501e+18
2412,2.970567e+00,8.469863e+18
2413,2.971757e+00,8.464225e+18
2414,2.972947e+00,8.458613e+18
2415,2.974137e+00,8.453048e+18
2416,2.975328e+00,8.447483e+18
2417,2.976518e+00,8.441918e+18
2418,2.977708e+00,8.436404e+18
2419,2.978898e+00,8.430896e+18
2420,2.980088e+00,8.425387e+18
2421,2.981278e+00,8.419926e+18
2422,2.982468e+00,8.414486e+18
2423,2.983658e+00,8.409046e+18
2424,2.984848e+00,8.403622e+18
2425,2.986039e+00,8.398265e+18
2426,2.987229e+00,8.392908e+18
2427,2.988419e+00,8.387551e+18
2428,2.989609e+00,8.382257e+18
2429,2.990799e+00,8.376981e+18
2430,2.991989e+00,8.371705e+18
2431,2.993179e+00,8.366477e+18
2432,2.994369e+00,8.361284e+18
2433,2.995560e+00,8.356090e+18
2434,2.996750e+00,8.350960e+18
2435,2.997940e+00,8.346322e+18
2436,2.999130e+00,8.341683e+18
2437,3.000320e+00,8.337045e+18
2438,3.001510e+00,8.332603e+18
2439,3.002700e+00,8.328189e+18
2440,3.003890e+00,8.323774e+18
2441,3.005081e+00,8.319420e+18
2442,3.006271e+00,8.315092e+18
2443,3.007461e+00,8.310763e+18
2444,3.008651e+00,8.306465e+18
2445,3.009841e+00,8.302252e+18
2446,3.011031e+00,8.298038e+18
2447,3.012221e+00,8.293832e+18
2448,3.013411e+00,8.289748e+18
2449,3.014601e+00,8.285664e+18
2450,3.015792e+00,8.281579e+18
2451,3.016982e+00,8.277568e+18
2452,3.018172e+00,8.273609e+18
2453,3.019362e+00,8.269650e+18
2454,3.020552e+00,8.265739e+18
2455,3.021742e+00,8.261926e+18
2456,3.022932e+00,8.258113e+18
2457,3.024122e+00,8.254324e+18
2458,3.025313e+00,8.250679e+18
2459,3.026503e+00,8.247034e+18
2460,3.027693e+00,8.243388e+18
2461,3.028883e+00,8.239829e+18
2462,3.030073e+00,8.236309e+18
2463,3.031263e+00,8.232789e+18
2464,3.032453e+00,8.229375e+18
2465,3.033643e+00,8.226085e+18
2466,3.034833e+00,8.222794e+18
2467,3.036024e+00,8.219504e+18
2468,3.037214e+00,8.216411e+18
2469,3.038404e+00,8.213323e+18
2470,3.039594e+00,8.210236e+18
2471,3.040784e+00,8.207245e+18
2472,3.041974e+00,8.204336e+18
2473,3.043164e+00,8.201428e+18
2474,3.044354e+00,8.198567e+18
2475,3.045545e+00,8.195800e+18
2476,3.046735e+00,8.193034e+18
2477,3.047925e+00,8.190267e+18
2478,3.049115e+00,8.187477e+18
2479,3.050305e+00,8.184684e+18
2480,3.051495e+00,8.181891e+18
2481,3.052685e+00,8.179129e+18
2482,3.053875e+00,8.176387e+18
2483,3.055066e+00,8.173645e+18
2484,3.056256e+00,8.170904e+18
2485,3.057446e+00,8.168166e+18
2486,3.058636e+00,8.165429e+18
2487,3.059826e+00,8.162692e+18
2488,3.061016e+00,8.160184e+18
2489,3.062206e+00,8.157675e+18
2490,3.063396e+00,8.155167e+18
2491,3.064586e+00,8.152831e+18
2492,3.065777e+00,8.150606e+18
2493,3.066967e+00,8.148560e+18
2494,3.068157e+00,8.146638e+18
2495,3.069347e+00,8.144865e+18
2496,3.070537e+00,8.143258e+18
2497,3.071727e+00,8.141776e+18
2498,3.072917e+00,8.140463e+18
2499,3.074107e+00,8.139335e+18
2500,3.075298e+00,8.138537e+18
2501,3.076488e+00,8.137683e+18
2502,3.077678e+00,8.137074e+18
2503,3.078868e+00,8.136783e+18
2504,3.080058e+00,8.136614e+18
2505,3.081248e+00,8.136959e+18
2506,3.082438e+00,8.137600e+18
2507,3.083628e+00,8.138451e+18
2508,3.084818e+00,8.139888e+18
2509,3.086009e+00,8.141700e+18
2510,3.087199e+00,8.144263e+18
2511,3.088389e+00,8.147014e+18
2512,3.089579e+00,8.149915e+18
2513,3.090769e+00,8.153821e+18
2514,3.091959e+00,8.158332e+18
2515,3.093149e+00,8.163491e+18
2516,3.094339e+00,8.169452e+18
2517,3.095530e+00,8.175939e+18
2518,3.096720e+00,8.183462e+18
2519,3.097910e+00,8.191803e+18
2520,3.099100e+00,8.201696e+18
2521,3.100290e+00,8.211726e+18
2522,3.101480e+00,8.222763e+18
2523,3.102670e+00,8.235222e+18
2524,3.103860e+00,8.248590e+18
2525,3.105051e+00,8.264020e+18
2526,3.106241e+00,8.279870e+18
2527,3.107431e+00,8.295858e+18
2528,3.108621e+00,8.311718e+18
2529,3.109811e+00,8.327572e+18
2530,3.111001e+00,8.343425e+18
2531,3.112191e+00,8.359007e+18
2532,3.113381e+00,8.374319e+18
2533,3.114571e+00,8.389630e+18
2534,3.115762e+00,8.404503e+18
2535,3.116952e+00,8.418744e+18
2536,3.118142e+00,8.433700e+18
2537,3.119332e+00,8.450919e+18
2538,3.120522e+00,8.472983e+18
2539,3.121712e+00,8.503007e+18
2540,3.122902e+00,8.541231e+18
2541,3.124092e+00,8.589449e+18
2542,3.125283e+00,8.648535e+18
2543,3.126473e+00,8.700488e+18
2544,3.127663e+00,8.667462e+18
2545,3.128853e+00,8.579615e+18
2546,3.130043e+00,8.495537e+18
2547,3.131233e+00,8.421196e+18
2548,3.132423e+00,8.353173e+18
2549,3.133613e+00,8.294412e+18
2550,3.134803e+00,8.242600e+18
2551,3.135994e+00,8.196100e+18
2552,3.137184e+00,8.154310e+18
2553,3.138374e+00,8.116209e+18
2554,3.139564e+00,8.081408e+18
2555,3.140754e+00,8.049993e+18
2556,3.141944e+00,8.020562e+18
2557,3.143134e+00,7.993322e+18
2558,3.144324e+00,7.968235e+18
2559,3.145515e+00,7.944987e+18
2560,3.146705e+00,7.922782e+18
2561,3.147895e+00,7.901732e+18
2562,3.149085e+00,7.882077e+18
2563,3.150275e+00,7.863877e+18
2564,3.151465e+00,7.846148e+18
2565,3.152655e+00,7.830155e+18
2566,3.153845e+00,7.814162e+18
2567,3.155036e+00,7.798170e+18
2568,3.156226e+00,7.783726e+18
2569,3.157416e+00,7.769846e+18
2570,3.158606e+00,7.755965e+18
2571,3.159796e+00,7.742859e+18
2572,3.160986e+00,7.730396e+18
2573,3.162176e+00,7.717934e+18
2574,3.163366e+00,7.705577e+18
2575,3.164556e+00,7.694306e+18
2576,3.165747e+00,7.683036e+18
2577,3.166937e+00,7.671766e+18
2578,3.168127e+00,7.661347e+18
2579,3.169317e+00,7.651066e+18
2580,3.170507e+00,7.640785e+18
2581,3.171697e+00,7.630739e+18
2582,3.172887e+00,7.621105e+18
2583,3.174077e+00,7.611472e+18
2584,3.175268e+00,7.601838e+18
2585,3.176458e+00,7.592809e+18
2586,3.177648e+00,7.583824e+18
2587,3.178838e+00,7.574840e+18
2588,3.180028e+00,7.566188e+18
2589,3.181218e+00,7.557660e+18
2590,3.182408e+00,7.549132e+18
2591,3.183598e+00,7.540643e+18
2592,3.184788e+00,7.532313e+18
2593,3.185979e+00,7.524129e+18
2594,3.187169e+00,7.516066e+18
2595,3.188359e+00,7.508499e+18
2596,3.189549e+00,7.527242e+18
2597,3.190739e+00,7.536088e+18
2598,3.191929e+00,7.528377e+18
2599,3.193119e+00,7.520713e+18
2600,3.194309e+00,7.513153e+18
2601,3.195500e+00,7.505657e+18
2602,3.196690e+00,7.498261e+18
2603,3.197880e+00,7.490866e+18
2604,3.199070e+00,7.483503e+18
2605,3.200260e+00,7.476300e+18
2606,3.201450e+00,7.469097e+18
2607,3.202640e+00,7.461894e+18
2608,3.203830e+00,7.454822e+18
2609,3.205021e+00,7.447813e+18
2610,3.206211e+00,7.440803e+18
2611,3.207401e+00,7.433832e+18
2612,3.208591e+00,7.426975e+18
2613,3.209781e+00,7.420117e+18
2614,3.210971e+00,7.413269e+18
2615,3.212161e+00,7.406577e+18
2616,3.213351e+00,7.399884e+18
2617,3.214541e+00,7.393192e+18
2618,3.215732e+00,7.386596e+18
2619,3.216922e+00,7.380064e+18
2620,3.218112e+00,7.373533e+18
2621,3.219302e+00,7.367050e+18
2622,3.220492e+00,7.360651e+18
2623,3.221682e+00,7.354252e+18
2624,3.222872e+00,7.347887e+18
2625,3.224062e+00,7.341658e+18
2626,3.225253e+00,7.335429e+18
2627,3.226443e+00,7.329200e+18
2628,3.227633e+00,7.323111e+18
2629,3.228823e+00,7.317066e+18
2630,3.230013e+00,7.311021e+18
2631,3.231203e+00,7.305102e+18
2632,3.232393e+00,7.299286e+18
2633,3.233583e+00,7.293471e+18
2634,3.234773e+00,7.287676e+18
2635,3.235964e+00,7.282154e+18
2636,3.237154e+00,7.276631e+18
2637,3.238344e+00,7.271108e+18
2638,3.239534e+00,7.265634e+18
2639,3.240724e+00,7.260170e+18
2640,3.241914e+00,7.254705e+18
2641,3.243104e+00,7.248967e+18
2642,3.244294e+00,7.243075e+18
2643,3.245485e+00,7.237184e+18
2644,3.246675e+00,7.231321e+18
2645,3.247865e+00,7.225582e+18
2646,3.249055e+00,7.219842e+18
2647,3.250245e+00,7.214103e+18
2648,3.251435e+00,7.208626e+18
2649,3.252625e+00,7.203158e+18
2650,3.253815e+00,7.197690e+18
2651,3.255006e+00,7.192244e+18
2652,3.256196e+00,7.186822e+18
2653,3.257386e+00,7.181401e+18
2654,3.258576e+00,7.175981e+18
2655,3.259766e+00,7.170613e+18
2656,3.260956e+00,7.165244e+18
2657,3.262146e+00,7.159876e+18
2658,3.263336e+00,7.154555e+18
2659,3.264526e+00,7.149244e+18
2660,3.265717e+00,7.143932e+18
2661,3.266907e+00,7.138645e+18
2662,3.268097e+00,7.133398e+18
2663,3.269287e+00,7.128152e+18
2664,3.270477e+00,7.122907e+18
2665,3.271667e+00,7.117666e+18
2666,3.272857e+00,7.112426e+18
2667,3.274047e+00,7.107185e+18
2668,3.275238e+00,7.101904e+18
2669,3.276428e+00,7.096621e+18
2670,3.277618e+00,7.091339e+18
2671,3.278808e+00,7.086029e+18
2672,3.279998e+00,7.080693e+18
2673,3.281188e+00,7.075357e+18
2674,3.282378e+00,7.070069e+18
2675,3.283568e+00,7.064892e+18
2676,3.284758e+00,7.059715e+18
2677,3.285949e+00,7.054538e+18
2678,3.287139e+00,7.049516e+18
2679,3.288329e+00,7.044648e+18
2680,3.289519e+00,7.039965e+18
2681,3.290709e+00,7.035367e+18
2682,3.291899e+00,7.031089e+18
2683,3.293089e+00,7.027138e+18
2684,3.294279e+00,7.023667e+18
2685,3.295470e+00,7.020843e+18
2686,3.296660e+00,7.019016e+18
2687,3.297850e+00,7.018800e+18
2688,3.299040e+00,7.020734e+18
2689,3.300230e+00,7.026987e+18
2690,3.301420e+00,7.040853e+18
2691,3.302610e+00,7.067604e+18
2692,3.303800e+00,7.124625e+18
2693,3.304991e+00,7.228694e+18
2694,3.306181e+00,7.325166e+18
2695,3.307371e+00,7.220688e+18
2696,3.308561e+00,7.104773e+18
2697,3.309751e+00,7.038217e+18
2698,3.310941e+00,7.000759e+18
2699,3.312131e+00,6.976756e+18
2700,3.313321e+00,6.960420e+18
2701,3.314511e+00,6.948225e+18
2702,3.315702e+00,6.938195e+18
2703,3.316892e+00,6.929893e+18
2704,3.318082e+00,6.922546e+18
2705,3.319272e+00,6.915796e+18
2706,3.320462e+00,6.909581e+18
2707,3.321652e+00,6.903671e+18
2708,3.322842e+00,6.898055e+18
2709,3.324032e+00,6.892594e+18
2710,3.325223e+00,6.887132e+18
2711,3.326413e+00,6.881835e+18
2712,3.327603e+00,6.876718e+18
2713,3.328793e+00,6.871602e+18
2714,3.329983e+00,6.866489e+18
2715,3.331173e+00,6.861526e+18
2716,3.332363e+00,6.856562e+18
2717,3.333553e+00,6.851598e+18
2718,3.334743e+00,6.846605e+18
2719,3.335934e+00,6.841605e+18
2720,3.337124e+00,6.836605e+18
2721,3.338314e+00,6.831583e+18
2722,3.339504e+00,6.826514e+18
2723,3.340694e+00,6.821444e+18
2724,3.341884e+00,6.816375e+18
2725,3.343074e+00,6.811271e+18
2726,3.344264e+00,6.806162e+18
2727,3.345455e+00,6.801054e+18
2728,3.346645e+00,6.795967e+18
2729,3.347835e+00,6.790890e+18
2730,3.349025e+00,6.785813e+18
2731,3.350215e+00,6.780747e+18
2732,3.351405e+00,6.775720e+18
2733,3.352595e+00,6.770693e+18
2734,3.353785e+00,6.765666e+18
2735,3.354975e+00,6.760661e+18
2736,3.356166e+00,6.755656e+18
